"Kode","Stednavn","region","big_category_code","big_category","small_category_code","small_category","west_of_Helsingør","decLatitude","decLongitude","Modern_Country","Modern_name","Province","Remark","Zoom"
"129OET","Østerrisør","Norge","4","Norway","7","Norway","true","58.71666600","9.23333300","Norway","Østerrisør","Aust-Agder",,"11"
"129OSL","Oslo","Norge","4","Norway","7","Norway","true","59.91305500","10.73888800","Norway","Oslo","Oslo",,"11"
"129POS","Porsgrund","Norge","4","Norway","7","Norway","true","59.15000000","9.66666600","Norway","Porsgrunn","Telemark",,"11"
"129RAL","Randahl","Norge","4","Norway","7","Norway","true","60.91666600","4.98333300","Norway","Randahl","Sogn og Fjordane",,"11"
"129REF","Refsund","Norge","4","Norway","7","Norway","true","58.53333300","6.30000000","Norway","Refsland","Rogaland",,"11"
"129REP","Repervik","Norge","4","Norway","7","Norway","true","69.58333300","19.70000000","Norway","Reiervik","Troms",,"11"
"129ROM","Romsdal","Norge","4","Norway","7","Norway","true","62.43333300","7.91666600","Norway","Romsdal","Møre og Romsdal",,"11"
"129SAE","Sandnes","Norge","4","Norway","7","Norway","true","58.85000000","5.73333300","Norway","Sandnes","Rogaland",,"11"
"129SAN","Sand","Norge","4","Norway","7","Norway","true","59.48390000","6.24960000","Norway","Sand","Rogaland",,"11"
"129SBO","Skarbo","Norge","4","Norway","7","Norway","true","58.90440000","9.40100000","Norway","Skarbo","Telemark",,"11"
"129SHA","Schallø havn","Norge","4","Norway","7","Norway","true","62.61666600","7.26666600","Norway","Skålhamn","Møre og Romsdal",,"11"
"129SIR","Sirevog","Norge","4","Norway","7","Norway","true","58.50320000","5.80120000","Norway","Sirevåg","Rogaland",,"11"
"129SKA","Skaare","Norge","4","Norway","7","Norway","true","59.41666600","5.33333300","Norway","Skåre","Rogaland",,"11"
"129SKI","Skien","Norge","4","Norway","7","Norway","true","59.20000000","9.60000000","Norway","Skien","Telemark",,"11"
"129SKU","Skudenes","Norge","4","Norway","7","Norway","true","59.15025900","5.25713600","Norway","Skudenes","Rogaland",,"11"
"129SOG","Sogndal","Norge","4","Norway","7","Norway","true","61.23000000","7.09940600","Norway","Sogndal","Sogn og Fjordane",,"11"
"129SOM","Søndmøre","Norge","4","Norway","7","Norway","true","62.33333300","6.66666600","Norway","Sunnmøre","Møre og Romsdal",,"11"
"129SON","Son","Norge","4","Norway","7","Norway","true","59.52305500","10.68916600","Norway","Son","Akershus",,"11"
"129STF","Stramfjord","Norge","4","Norway","7","Norway","true","67.93110000","15.55070000","Norway","Straumfjord","Nordland",,"11"
"129STR","Strømfjord","Norge","4","Norway","7","Norway","true","68.68333300","15.06666600","Norway","Straumfjord","Nordland",,"11"
"129SWN","Swinør","Norge","4","Norway","7","Norway","true","58.02916600","7.22416600","Norway","Svinør","Vest-Agder",,"11"
"129TRM","Tromme","Norge","4","Norway","7","Norway","true","58.46777700","8.85444400","Norway","Tromøy","Aust-Agder",,"11"
"129TUN","Tunø","Norge","4","Norway","7","Norway","true","59.30000000","11.10000000","Norway","Tunevatn","Østfold",,"11"
"129TVE","Tvedestrand","Norge","4","Norway","7","Norway","true","58.62166600","8.91333300","Norway","Tvedestrand","Aust-Agder",,"11"
"129ULV","Ulvøsund","Norge","4","Norway","7","Norway","true","61.95972200","5.15138800","Norway","Ulvesundet","Sogn og Fjordane",,"11"
"129UND","Undahl","Norge","4","Norway","7","Norway","true","62.81666600","10.03333300","Norway","Unndal","Sør-Trøndelag",,"11"
"129VAE","Væro","Norge","4","Norway","7","Norway","true","63.97305500","9.10472200","Norway","Værøya","Sør-Trøndelag",,"11"
"129VEK","Vestkil","Norge","4","Norway","7","Norway","true","63.88333300","10.96666600","Norway","Vestvik","Nord-Trøndelag",,"11"
"129VES","Vesterrisør","Norge","4","Norway","7","Norway","true","58.03333300","7.45000000","Norway","Mandal","Vest-Agder",,"11"
"129WAS","Wasø","Norge","4","Norway","7","Norway","true","58.99833300","5.78500000","Norway","Vassøy","Rogaland",,"11"
"130AKE","Åkenes","Norge","4","Norway","7","Norway","true","68.96666600","15.45000000","Norway","Åkenes","Nordland",,"11"
"130GAS","Gåsøya","Norge","4","Norway","7","Norway","true","66.37333300","12.50277700","Norway","Gåsøya","Nordland",,"11"
"130LER","Leirsund","Norge","4","Norway","7","Norway","true","60.00000000","11.08000000","Norway","Leirsund","Akershus",,"11"
"130NOR","Nørland","Norge","4","Norway","7","Norway","true","60.81666600","5.38333300","Norway","Nørland","Hordaland",,"11"
"130NYH","Ny Hellesund","Norge","4","Norway","7","Norway","true","58.06666600","7.83333300","Norway","Ny Hellesund","Vest-Agder",,"11"
"131BER","Bergen","Norge","4","Norway","7","Norway","true","60.39305500","5.32416600","Norway","Bergen (N)","Hordaland",,"11"
"131EGK","Ellinggaardskil","Norge","4","Norway","7","Norway","true","59.25138800","10.77500000","Norway","Ellingårdskilen","Østfold",,"11"
"131EGV","Egvog","Norge","4","Norway","7","Norway","true","60.50000000","5.05138800","Norway","Eikevågen","Hordaland",,"11"
"131FJH","Fjære Herred","Norge","4","Norway","7","Norway","true","58.34305500","8.59527700","Norway","Grimstad","Aust-Agder",,"11"
"131GMS","Gammelsand","Norge","4","Norway","7","Norway","true","69.78333300","18.13333300","Norway","Gammelgard","Troms",,"11"
"131GRD","Grindø","Norge","4","Norway","7","Norway","true","69.85083300","21.06138800","Norway","Grinde","Troms",,"11"
"131HAR","Hardanger","Norge","4","Norway","7","Norway","true","60.18450000","6.02170000","Norway","Hardangerfjorden","Hordaland",,"9"
"131HVA","Hvaler","Norge","4","Norway","7","Norway","true","59.02805500","11.03083300","Norway","Hvaler","Østfold",,"11"
"131LRK","Larkollen","Norge","4","Norway","7","Norway","true","59.33388800","10.66555500","Norway","Larkollen","Østfold",,"11"
"131MEL","Meland","Norge","4","Norway","7","Norway","true","60.51777700","5.24055500","Norway","Meland","Hordaland",,"11"
"131NST","Nerstrand","Norge","4","Norway","7","Norway","true","59.35000000","5.80000000","Norway","Nedstrand","Rogaland",,"11"
"131SHL","Sunnhordland","Norge","4","Norway","7","Norway","true","59.91666600","5.50000000","Norway","Sunnhordland","Hordaland",,"11"
"131SKL","Saltkil","Norge","4","Norway","7","Norway","true","67.10138800","15.39444400","Norway","Saltdal","Nordland",,"11"
"131SOG","Sogn","Norge","4","Norway","7","Norway","true","58.08333300","7.81666600","Norway","Søgne","Vest-Agder",,"11"
"131SOL","Soldstrand","Norge","4","Norway","7","Norway","true","60.18746800","5.48534100","Norway","Soldstrand","Hordaland",,"9"
"131STM","Strømmen","Norge","4","Norway","7","Norway","true","63.86666600","11.30000000","Norway","Straumen","Nord-Trøndelag",,"11"
"131SUN","Sundal","Norge","4","Norway","7","Norway","true","60.11663400","6.26745000","Norway","Sundal","Hordaland",,"11"
"131TIN","Tinnden","Norge","4","Norway","7","Norway","true","59.55000000","9.25000000","Norway","Tinne","Telemark",,"11"
"131TRM","Trommesund","Norge","4","Norway","7","Norway","true","69.65361100","18.96055500","Norway","Tromsø","Troms",,"11"
"131TRS","Tromme Sogn","Norge","4","Norway","7","Norway","true","69.65361100","18.96055500","Norway","Tromsø","Troms",,"11"
"131VIK","Viken","Norge","4","Norway","7","Norway","true","70.11666600","20.06666600","Norway","Vikan","Troms",,"11"
"139BEK","Bekkjarvik","Norge","4","Norway","7","Norway","true","60.00277700","5.20027700","Norway","Bekkjarvik","Hordaland",,"11"
"139MAS","Måsøy","Norge","4","Norway","7","Norway","true","71.01055500","24.99222200","Norway","Måsøy","Finnmark",,"11"
"141KRA","Kråkstad","Norge","4","Norway","7","Norway","true","63.43333300","11.70000000","Norway","Kråkstad","Nord-Trøndelag",,"11"
"141LEV","Levanger","Norge","4","Norway","7","Norway","true","63.74843400","11.30500100","Norway","Levanger","Nord-Trøndelag",,"11"
"141NAM","Namsos","Norge","4","Norway","7","Norway","true","64.46057800","11.47688100","Norway","Namsos","Nord-Trøndelag",,"11"
"141TRD","Trondhjem","Norge","4","Norway","7","Norway","true","63.43027700","10.39472200","Norway","Trondheim","Sør-Trøndelag",,"11"
"148KSS","Kristiansten","Norge","4","Norway","7","Norway","true","63.43333300","10.41666600","Norway","Kristiansten","Sør-Trøndelag",,"11"
"149KRU","Kristiansund","Norge","4","Norway","7","Norway","true","63.12027700","7.71277700","Norway","Kristiansund","Møre og Romsdal",,"11"
"149MLS","Moldesund","Norge","4","Norway","7","Norway","true","62.73333300","7.18333300","Norway","Molde","Møre og Romsdal",,"11"
"149MOL","Molde","Norge","4","Norway","7","Norway","true","62.73333300","7.18333300","Norway","Molde","Møre og Romsdal",,"11"
"149NAR","Narvik","Norge","4","Norway","7","Norway","true","68.43555500","17.43722200","Norway","Narvik","Nordland",,"11"
"149OKS","Økssundet","Norge","4","Norway","7","Norway","true","67.96965670","15.22932060","Norway","Økssundet","Nordland",,"11"
"149SUM","Sunnmøre","Norge","4","Norway","7","Norway","true","62.33333300","6.66666600","Norway","Sunnmøre","Møre og Romsdal",,"11"
"159FIM","Finmarken","Norge","4","Norway","7","Norway","true","70.00000000","25.00000000","Norway","Finnmark Fylke","Finnmark",,"11"
"159HAA","Haa","Norge","4","Norway","7","Norway","true","69.73694400","18.07805500","Norway","Håja","Troms",,"11"
"159HAF","Hammerfest","Norge","4","Norway","7","Norway","true","70.66333300","23.68166600","Norway","Hammerfest","Finnmark",,"11"
"159HAG","Hagenes","Norge","4","Norway","7","Norway","true","59.20000000","10.10000000","Norway","Hagenes","Vestfold",,"11"
"159HEG","Helgeland","Norge","4","Norway","7","Norway","true","59.40000000","5.78333300","Norway","Helgeland","Rogaland",,"11"
"159HOM","Homborgsund","Norge","4","Norway","7","Norway","true","58.25000000","8.51666600","Norway","Homborsund","Aust-Agder",,"11"
"159KJF","Kjøllefjord","Norge","4","Norway","7","Norway","true","70.93823800","27.37866400","Norway","Kjøllefjord","Finnmark",,"11"
"159KON","Kongsvik","Norge","4","Norway","7","Norway","true","68.56666600","16.25000000","Norway","Kongsvik","Nordland",,"11"
"159NOK","Nordkap","Norge","4","Norway","7","Norway","true","71.17083300","25.78416600","Norway","Nordkapp","Telemark",,"11"
"159OFI","Ost Finmarcken","Norge","4","Norway","7","Norway","true","59.90000000","10.08333300","Norway","Finnemarka","Buskerud",,"11"
"159OKS","Oksefjord","Norge","4","Norway","7","Norway","true","70.23916600","22.37138800","Norway","Øksfjord","Finnmark",,"11"
"159STJ","Stjernesund","Norge","4","Norway","7","Norway","true","70.23583300","22.67444400","Norway","Joakko","Finnmark",,"8"
"159TRM","Tromsø","Norge","4","Norway","7","Norway","true","69.65361100","18.96055500","Norway","Tromsø","Troms",,"11"
"159VAD","Vadsøo","Norge","4","Norway","7","Norway","true","70.07638800","29.76694400","Norway","Vadsø","Finnmark",,"11"
"159VAR","Vardø","Norge","4","Norway","7","Norway","true","70.36666600","31.10000000","Norway","Vardø","Finnmark",,"11"
"169NOG","Norge","Norge","4","Norway","7","Norway","true","62.00000000","10.00000000","Norway","Norge","Norge",,"11"
"201ESP","Esbo","Finland","1","The Baltic","8","Sweden and Finland","false","60.20771800","24.39493670","Finland","Espoo","Southern Finland",,"11"
"201HEN","Helsingfors","Finland","1","The Baltic","8","Sweden and Finland","false","60.17555500","24.93416600","Finland","Helsinki","Southern Finland",,"11"
"201RAU","Raumo","Finland","1","The Baltic","8","Sweden and Finland","false","61.13333300","21.50000000","Finland","Rauma","Western Finland",,"11"
"202AAO","Aabo","Finland","1","The Baltic","8","Sweden and Finland","false","60.45000000","22.28333300","Finland","Turku","Western Finland",,"11"
"202EKE","Ekenäs","Finland","1","The Baltic","8","Sweden and Finland","false","59.97398600","23.43409100","Finland","Raseborg","Southern Finland",,"11"
"202FOR","Forsby","Finland","1","The Baltic","8","Sweden and Finland","false","60.50000000","25.93333300","Finland","Forsby","Southern Finland",,"11"
"202NAG","Nagu","Finland","1","The Baltic","8","Sweden and Finland","false","60.19243800","21.90915100","Finland","Nauvo","Western Finland",,"11"
"202SKU","Skuru","Finland","1","The Baltic","8","Sweden and Finland","false","60.09794600","23.54991000","Finland","Skuru","Southern Finland",,"11"
"203ALL","Åland","Finland","1","The Baltic","8","Sweden and Finland","false","60.25000000","20.00000000","Finland","Åland","Åland",,"11"
"203BJR","Bjørneborg","Finland","1","The Baltic","8","Sweden and Finland","false","61.48333300","21.78333300","Finland","Pori","Western Finland",,"11"
"203BOM","Bomarsund","Finland","1","The Baltic","8","Sweden and Finland","false","60.21209000","20.22689250","Finland","Bomarsund","Åland",,"11"
"203BUS","Bussøe","Finland","1","The Baltic","8","Sweden and Finland","false","60.16500000","20.33800000","Finland","Bussø","Åland","Island","11"
"203ECK","Eckerö","Finland","1","The Baltic","8","Sweden and Finland","false","60.21000000","19.57000000","Finland","Eckerö","Åland",,"11"
"204KOS","Koskö","Finland","1","The Baltic","8","Sweden and Finland","false","63.18333300","21.71666600","Finland","Koskö","Western Finland",,"11"
"204RUM","Rumo","Finland","1","The Baltic","8","Sweden and Finland","false","63.81689100","28.58561100","Finland","Rumo","Eastern Finland",,"11"
"204ULE","Uleåborg","Finland","1","The Baltic","8","Sweden and Finland","false","65.01666600","25.46666600","Finland","Oulu","Northern Finland",,"11"
"208MOS","Mostersare","Finland","1","The Baltic","8","Sweden and Finland","false","60.49916600","27.32722200","Finland","Mustasaari","Southern Finland",,"10"
"208TSU","Traangsund","Finland","1","The Baltic","8","Sweden and Finland","false","60.63333300","28.56666600","Russia","Vysotsk","Leningradskaya Oblast’",,"11"
"208VIL","Vilajoki","Finland","1","The Baltic","8","Sweden and Finland","false","60.63000000","28.28000000","Russia","Baltiyets","Leningradskaya Oblast’",,"11"
"208WLK","Wederlaks","Finland","1","The Baltic","8","Sweden and Finland","false","60.58333300","27.66666600","Finland","Virolahti","Southern Finland",,"11"
"209BOO","Borgå","Finland","1","The Baltic","8","Sweden and Finland","false","60.40000000","25.66666600","Finland","Borgå","Southern Finland",,"11"
"209BRH","Brahestad","Finland","1","The Baltic","8","Sweden and Finland","false","64.68333300","24.48333300","Finland","Raahe","Northern Finland",,"11"
"209BRT","Bratteholm","Sverige","1","The Baltic","8","Sweden and Finland","false","60.38722200","21.16638800","Finland","Brattholm","Western Finland",,"11"
"209DEG","Degerby","Finland","1","The Baltic","8","Sweden and Finland","false","60.08500000","24.18722200","Finland","Degerby","Southern Finland",,"11"
"209EKE","Ekenäs","Sverige","1","The Baltic","8","Sweden and Finland","false","56.51174700","16.17830300","Sweden","Ekenäs","Kalmar Län",,"11"
"209FBO","Finnebo","Finland","1","The Baltic","8","Sweden and Finland","false","60.35000000","19.60000000","Finland","Finbo","Åland",,"11"
"209FIK","Fiskars","Finland","1","The Baltic","8","Sweden and Finland","false","60.12972200","23.54277700","Finland","Fiskars","Southern Finland",,"11"
"209FIL","Finland","Finland","1","The Baltic","8","Sweden and Finland","false","64.00000000","26.00000000","Finland","Finland","Finland",,"11"
"209FIS","Fiskerøerne","Finland","1","The Baltic","8","Sweden and Finland","false","60.45083300","21.01694400","Finland","Fiskörarna","Åland",,"11"
"209FSK","Finske Skær","Finland","1","The Baltic","8","Sweden and Finland","false","60.00000000","26.00000000","Finland","Finske Skær","Finland",,"8"
"209HAN","Hanko","Finland","1","The Baltic","8","Sweden and Finland","false","59.83333300","22.95000000","Finland","Hanko","Southern Finland",,"11"
"209HUM","Humaljoki","Finland","1","The Baltic","8","Sweden and Finland","false","60.36666600","28.78333300","Russia","Yermilovo","Leningradskaya Oblast’",,"11"
"209JAK","Jakobsstad","Finland","1","The Baltic","8","Sweden and Finland","false","63.67638800","22.71083300","Finland","Pietarsaari","Western Finland",,"11"
"209JOK","Jokela","Finland","1","The Baltic","8","Sweden and Finland","false","60.55000000","24.98333300","Finland","Jokela","Southern Finland",,"11"
"209KAB","Ny Karleby","Finland","1","The Baltic","8","Sweden and Finland","false","63.52250000","22.53111100","Finland","Nykarleby","Western Finland",,"11"
"209KAE","Gamle Karleby","Finland","1","The Baltic","8","Sweden and Finland","false","63.82916600","23.10944400","Finland","Kokkola","Western Finland",,"11"
"209KAR","Karleby","Finland","1","The Baltic","8","Sweden and Finland","false","63.83333300","23.11666600","Finland","Kokkola","Western Finland",,"11"
"209KAS","Kaskø","Finland","1","The Baltic","8","Sweden and Finland","false","62.38333300","21.23333300","Finland","Kaskö","Western Finland",,"11"
"209KRS","Kristinestad","Finland","1","The Baltic","8","Sweden and Finland","false","62.28333300","21.38333300","Finland","Kristinestad","Western Finland",,"11"
"209LOV","Lovisa","Finland","1","The Baltic","8","Sweden and Finland","false","60.45000000","26.23333300","Finland","Loviisa","Southern Finland",,"11"
"209NYS","Nystad","Finland","1","The Baltic","8","Sweden and Finland","false","60.80000000","21.41666600","Finland","Uusikaupunki","Western Finland",,"11"
"209PEI","Perniö","Finland","1","The Baltic","8","Sweden and Finland","false","60.20000000","23.13333300","Finland","Perniö","Western Finland",,"11"
"209POR","Porkkala","Finland","1","The Baltic","8","Sweden and Finland","false","59.97910000","24.40210000","Finland","Porkkala","Southern Finland",,"10"
"209SFF","Strømfors","Finland","1","The Baltic","8","Sweden and Finland","false","60.49339500","26.73540700","Finland","Pyhtaa","Southern Finland",,"11"
"209SWE","Swæborg","Finland","1","The Baltic","8","Sweden and Finland","false","60.17555500","24.93416600","Finland","Swaeborg Castle","Southern Finland",,"11"
"209TON","Torneå","Sverige","1","The Baltic","8","Sweden and Finland","false","66.38777700","23.65416600","Sweden","Övertorneå","Norrbottens Län",,"11"
"209WAA","Wasa","Finland","1","The Baltic","8","Sweden and Finland","false","63.09583300","21.61555500","Finland","Vaasa","Western Finland",,"11"
"210HOG","Hogdal","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","59.02500000","11.23333300","Sweden","Hogdal","Västra Götalands Län",,"11"
"211GEL","Geffle","Sverige","1","The Baltic","8","Sweden and Finland","false","60.67444400","17.14166600","Sweden","Gävle","Gävleborgs Län",,"11"
"211GRH","Grisslehamn","Sverige","1","The Baltic","8","Sweden and Finland","false","60.09610000","18.81060000","Sweden","Grisslehamn","Stockholms Län",,"11"
"211SAN","Sandviken","Sverige","1","The Baltic","8","Sweden and Finland","false","60.62080000","16.77550000","Sweden","Sandviken","Gävleborgs Län",,"11"
"212RAG","Rågårdsvik","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.20000000","11.45000000","Sweden","Rågårdsvik","Västra Götalands Län",,"11"
"213BUA","Bua","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","57.23720000","12.12000000","Sweden","Bua","Hallands Län",,"11"
"213HRK","Harkulle","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","57.41683600","12.00319300","Sweden","Hakulla","Hallands Län",,"11"
"215HOL","Höle","Sverige","1","The Baltic","8","Sweden and Finland","false","61.38333300","16.60000000","Sweden","Höle","Gävleborgs Län",,"11"
"215KVH","Kovikshamn","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","57.83333300","11.68333300","Sweden","Kovikshamn","Västra Götalands Län",,"11"
"216TOR","Torkelstrup","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","57.44222200","12.10333300","Sweden","Torkelstorp","Hallands Län",,"11"
"219AAL","Aalandsoerne","Sverige","1","The Baltic","8","Sweden and Finland","false","60.25000000","20.00000000","Finland","Aland Islands","Åland",,"11"
"219ELF","Elfsborg","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","57.67305500","11.86666600","Sweden","Älvsborg","Västra Götalands Län",,"11"
"219ENO","Enköping","Sverige","1","The Baltic","8","Sweden and Finland","false","59.63583300","17.07750000","Sweden","Enköping","Uppsala Län",,"11"
"219FUR","Furusund","Sverige","1","The Baltic","8","Sweden and Finland","false","59.66638800","18.92250000","Sweden","Furusund","Stockholms Län",,"11"
"219HAK","Haknas","Sverige","1","The Baltic","8","Sweden and Finland","false","63.57241600","19.66537600","Sweden","Håknäs","Västerbottens Län",,"11"
"219HEV","Härnösand","Sverige","1","The Baltic","8","Sweden and Finland","false","62.63222200","17.93777700","Sweden","Härnösand","Västernorrlands Län",,"11"
"219HOS","Holmsund","Sverige","1","The Baltic","8","Sweden and Finland","false","63.70708400","20.35842500","Sweden","Holmsund","Västerbottens Län",,"11"
"219HUD","Hudiksvall","Sverige","1","The Baltic","8","Sweden and Finland","false","61.72888800","17.10333300","Sweden","Hudiksvall","Gävleborgs Län",,"11"
"219HUS","Husom","Sverige","1","The Baltic","8","Sweden and Finland","false","63.33436800","19.13735500","Sweden","Husum (S)","Västernorrlands Län",,"11"
"219KRA","Kramfors","Sverige","1","The Baltic","8","Sweden and Finland","false","62.93178100","17.82417200","Sweden","Kramfors","Västernorrlands Län",,"11"
"219LJU","Ljusne","Sverige","1","The Baltic","8","Sweden and Finland","false","61.20909900","17.12767700","Sweden","Ljusne","Gävleborgs Län",,"11"
"219LUL","Luleå","Sverige","1","The Baltic","8","Sweden and Finland","false","65.58388800","22.15444400","Sweden","Luleå","Norrbottens Län",,"11"
"219NTL","Nyland","Sverige","1","The Baltic","8","Sweden and Finland","false","64.81666600","20.76666600","Sweden","Nyland","Västerbottens Län",,"11"
"219OER","Öregrund","Sverige","1","The Baltic","8","Sweden and Finland","false","60.33333300","18.43333300","Sweden","Öregrund","Uppsala Län",,"11"
"219OLO","Olofsfors","Sverige","1","The Baltic","8","Sweden and Finland","false","63.58255370","19.45772500","Sweden","Olofsfors","Västernorrlands Län",,"11"
"219ORN","Örnsköldsvik","Sverige","1","The Baltic","8","Sweden and Finland","false","63.28870000","18.71600000","Sweden","Örnsköldsvik","Västernorrlands Län",,"11"
"219PIT","Piteå","Sverige","1","The Baltic","8","Sweden and Finland","false","65.31694400","21.47944400","Sweden","Piteå","Norrbottens Län",,"11"
"219RAN","Råneå","Sverige","1","The Baltic","8","Sweden and Finland","false","65.85632800","22.28612900","Sweden","Råneå","Norrbottens Län",,"11"
"219RAT","Rathan","Sverige","1","The Baltic","8","Sweden and Finland","false","63.98333300","20.88333300","Sweden","Ratan","Västerbottens Län",,"11"
"219ROB","Robertsfors","Sverige","1","The Baltic","8","Sweden and Finland","false","64.18681200","20.86328700","Sweden","Robertsfors","Västerbottens Län",,"10"
"219SAN","Sandarne","Sverige","1","The Baltic","8","Sweden and Finland","false","61.25983700","17.14743900","Sweden","Sandarne","Gävleborgs Län",,"11"
"219SOD","Söderhamn","Sverige","1","The Baltic","8","Sweden and Finland","false","61.30361100","17.05916600","Sweden","Söderhamn","Gävleborgs Län",,"11"
"219UME","Umeå","Sverige","1","The Baltic","8","Sweden and Finland","false","63.82833300","20.25972200","Sweden","Umeå","Västerbottens Län",,"11"
"220EFT","Eftra","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","56.85666600","12.65250000","Sweden","Eftra","Hallands Län",,"11"
"220NOR","Norgård","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.55555500","11.25833300","Sweden","Norgård","Västra Götalands Län",,"11"
"220STV","Stockevik","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","57.96666600","11.55000000","Sweden","Stockevik","Västra Götalands Län",,"11"
"221EDS","Edsvik","Sverige","1","The Baltic","8","Sweden and Finland","false","59.86666600","19.01666600","Sweden","Edsvik","Stockholms Län",,"11"
"221GDA","Grinda","Sverige","1","The Baltic","8","Sweden and Finland","false","59.40045800","18.45339700","Sweden","Grinda","Stockholms Län",,"11"
"221STC","Stockholm","Sverige","1","The Baltic","8","Sweden and Finland","false","59.33250000","18.06472200","Sweden","Stockholm","Stockholms Län",,"11"
"221TEL","Tallie","Sverige","1","The Baltic","8","Sweden and Finland","false","59.75830000","18.70300000","Sweden","Norrtälje","Stockholms Län",,"11"
"221VEN","Wendelsjø","Sverige","1","The Baltic","8","Sweden and Finland","false","59.20000000","18.20000000","Sweden","Vendelsö","Stockholms Län",,"11"
"222LIL","Liljedal","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","59.26666600","13.06666600","Sweden","Liljedal","Värmlands Län",,"11"
"222NOR","Nordmaling","Sverige","1","The Baltic","8","Sweden and Finland","false","63.57055500","19.49972200","Sweden","Nordmaling","Västerbottens Län",,"11"
"222ORE","Örebro","Sverige","1","The Baltic","8","Sweden and Finland","false","59.26666600","15.21666600","Sweden","Örebro","Örebro Län",,"11"
"222RON","Ronehamn","Sverige","1","The Baltic","8","Sweden and Finland","false","57.16666600","18.48333300","Sweden","Ronehamn","Gotlands Län",,"11"
"222SMO","Smögen","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.35583300","11.22388800","Sweden","Smögen","Västra Götalands Län",,"11"
"222WAD","Waderøen","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.54166600","11.03333300","Sweden","Väderöbod","Västra Götalands Län",,"11"
"223EKE","Ekensberg","Sverige","1","The Baltic","8","Sweden and Finland","false","59.31414480","17.98359930","Sweden","Ekensberg","Stockholms Län",,"11"
"223EKR","Ekerö","Sverige","1","The Baltic","8","Sweden and Finland","false","59.27903760","17.72375200","Sweden","Ekerö","Stockholms Län",,"11"
"223LIL","Lilla Edets","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.13333300","12.16666600","Sweden","Lilla Edets Kommun","Västra Götalands Län",,"11"
"223NOM","Norrmalm","Sverige","1","The Baltic","8","Sweden and Finland","false","59.33416600","18.05972200","Sweden","Stockholm","Stockholms Län",,"11"
"223NOR","Nordosten","Sverige","1","The Baltic","8","Sweden and Finland","false","61.36666600","17.24166600","Sweden","Nordosten","Gävleborgs Län",,"11"
"223SOL","Solstadström","Sverige","1","The Baltic","8","Sweden and Finland","false","57.58305500","16.51666600","Sweden","Solstadström","Kalmar Län",,"11"
"223SOT","Sotenäs","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.42194400","11.34277700","Sweden","Sotenäs","Västra Götalands Län",,"11"
"224NOH","Norra Hällan","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.60000000","12.05000000","Sweden","Norra Hällan","Västra Götalands Län",,"11"
"224NOR","Nord-Koster","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.90000000","11.00000000","Sweden","Nord-Koster","Västra Götalands Län",,"11"
"224OST","Österberg","Sverige","1","The Baltic","8","Sweden and Finland","false","60.58333300","16.55000000","Sweden","Österberg","Gävleborgs Län",,"11"
"224SJO","Sjötorp","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.83333300","13.98333300","Sweden","Sjötorp","Västra Götalands Län",,"11"
"224SKI","Skickerød","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.71666600","11.23333300","Sweden","Skickerød","Västra Götalands Län",,"11"
"224SKV","Skönvik","Sverige","1","The Baltic","8","Sweden and Finland","false","62.46722200","17.32583300","Sweden","Skönvik","Västernorrlands Län",,"11"
"225GAS","Gaso","Sverige","1","The Baltic","8","Sweden and Finland","false","59.25467600","18.35957200","Sweden","Gåsö","Stockholms Län",,"11"
"225KAT","Katthammarsvik","Sverige","1","The Baltic","8","Sweden and Finland","false","57.43333300","18.83333300","Sweden","Katthammarsvik","Gotlands Län",,"11"
"225KLA","Klätta","Sverige","14","Skagerrak, Kattegat (Denmark, Sweden)","8","Sweden and Finland","true","58.76666600","11.21666600","Sweden","Klätta","Västra Götalands Län",,"11"
